method,url,status_code,body_length,final_url,error,path_payload,header_payload,method_payload,query_payload,protocol_payload,host_payload,smuggling_payload,interesting,confidence,score,reasons
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Remote-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Remote-Addr: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-ProxyUser-Ip: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,Cluster-Client-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Host: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Host: origen,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,Host: localhost,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Server: self,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Original-URL: path (proxy),,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Original-URL: path with request /,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Original-URL: / (alt),,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Rewrite-URL: path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Rewrite-URL: path with request /,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Override-URL: path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,Referer: same host,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Proto: https,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Proto: http,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Port: 443,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Port: 80,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Port: 443,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Port: 80,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,Origin: same host,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,User-Agent: Googlebot,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-AppEngine-Trusted-IP-Request: 1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-Scheme: https,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Original-Method: GET,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,x-middleware-subrequest,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,Destination: same path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For chained: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Real-IP: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For chained: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Real-IP: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For chained: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Real-IP: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For: 192.168.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For chained: 192.168.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Real-IP: 192.168.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For: localhost,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Forwarded-For chained: localhost,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/,403,3262,https://www.vidaxl.es/autodiscover.xml/,,Añadir / al final,X-Real-IP: localhost,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Real-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Originating-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,True-Client-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Client-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Client-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,CF-Connecting-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Custom-IP-Authorization: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Custom-IP-Authorization: base64 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Forwarded: for=,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Forwarded-For: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Remote-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Remote-Addr: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-ProxyUser-Ip: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Cluster-Client-IP: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Host: loopback,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Host: origen,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Host: localhost,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Server: self,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Original-URL: path (proxy),,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Original-URL: path with request /,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Original-URL: / (alt),,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Rewrite-URL: path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Rewrite-URL: path with request /,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Override-URL: path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Referer: same host,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Proto: https,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Proto: http,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Port: 443,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Port: 80,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Port: 443,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Port: 80,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Origin: same host,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,User-Agent: Googlebot,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-AppEngine-Trusted-IP-Request: 1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-Scheme: https,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Original-Method: GET,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,x-middleware-subrequest,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,Destination: same path,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For chained: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Real-IP: 127.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For chained: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Real-IP: ::1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For chained: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Real-IP: 10.0.0.1,,,,,,False,none,0,
GET,https://www.vidaxl.es/autodiscover.xml/.,403,3262,https://www.vidaxl.es/autodiscover.xml,,Segmento /.,X-Forwarded-For: 192.168.0.1,,,,,,False,none,0,
